"Respondent.ID","Collector.ID","StartDate","EndDate","IP.Address","Ladder","LadderFuture","Ladder2","LadderFuture2","PhysicalHealth","MentalHealth","EmotionalHealth","Purpose","CommunityWellBeingRating","FutureCommunityRating","PositiveCommunityComments","NegativeCommunityComments","Community","Race","Hispanic","AgeGroup","Gender","HispanicLatino","SurveyMonth","SurveyWDay","PersonalRating","PersonalFutureRating","Thriving","Suffering","Struggling","Wellbeing","CommunityOptimism","CommunityPessimism","CommunityContinuity","PersonalOptimism","PersonalPessimism","PersonalContinuity","Outlook","AgeGroup.18.23.years.old","AgeGroup.24.42.years.old","AgeGroup.43.54.years.old","AgeGroup.55.66.years.old","AgeGroup.67.73.years.old","AgeGroup.Choose.not.to.answer","AgeGroup.Over.74","AgeGroup.Under.18","Gender.Choose.not.to.answer","Gender.Female","Gender.Male","Gender.Non.Binary","Race.Asian.Pacific.Islander","Race.Black.or.African.American","Race.Choose.not.to.answer","Race.Multiple.Races","Race.Native.American.or.American.Indian","Race.White","Community.Appleton","Community.Buchanan","Community.Clayton","Community.Combined.Locks","Community.Ellington","Community.Fox.Crossing","Community.Freedom","Community.Grand.Chute","Community.Greenville","Community.Harrison","Community.Hortonville","Community.Kaukauna","Community.Kimberly","Community.Little.Chute","Community.Menasha","Community.Neenah","Community.Sherwood","Community.Vandenbroek","Community.Woodville"
10837588877,224630041,0007-03-20,2019-07-03,"45.25.55.241",4.5,4.5,3.5,4,4,4,5,4,4,4,"people who are friendly willing to help others generally feel safe affordable housing for most knowing that many are always looking for ways to make this a better place to live","there are a few who believe that others should provide their means of support even though they have the ability to be contributing members of our community","Appleton","White","I am not Hispanic or Latino","55-66 years old","Female","NotHispanicLatino",7,"Wed",4.5,4.5,1,0,0,"Thriving",0,0,1,0,0,1,"Continuity",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10830663549,224630041,NA,2019-06-29,"108.195.170.48",4.5,4.5,4,4,4,5,5,4,4,4,"mom esp met events juneteenth lawrence university i am not an alumn habitat volunteering libraries a well trained and humane police force being seen in action","tribalism ignorance","Appleton","White","I am not Hispanic or Latino","55-66 years old","Male","NotHispanicLatino",6,"Sat",4.5,4.5,1,0,0,"Thriving",0,0,1,0,0,1,"Continuity",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10800021534,224630041,NA,2019-06-15,"107.10.121.161",4,3.5,3.5,3.5,4,4,5,4,3,2,"the excellent medical and psychological care we have had in the past in the fox cities","medical care and psychological care is becoming more scarce and more expensive","Appleton","White","I am not Hispanic or Latino","67-73 years old","Female","NotHispanicLatino",6,"Sat",4,3.5,0,0,1,"Struggling",0,1,0,0,1,0,"Pessimism",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10799769721,224630041,NA,2019-06-15,"174.198.28.191",4.5,4,4,4,4,5,5,4,4,4,"volunteer social support system","too many governmental sub divisions prefer a regional government","Appleton","White","I am not Hispanic or Latino","55-66 years old","Male","NotHispanicLatino",6,"Sat",4.5,4,1,0,0,"Thriving",0,0,1,0,1,0,"Pessimism",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10799766761,224630041,NA,2019-06-15,"107.77.206.162",4,5,4,4.5,4,4,5,4,4,5,"the level of caring people","besides parking ha ha employment challenges","Appleton","White","Choose not to answer","55-66 years old","Male","NotHispanicLatino",6,"Sat",4,5,1,0,0,"Thriving",1,0,0,1,0,0,"Optimism",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10799754655,224630041,NA,2019-06-15,"174.197.17.207",4,5,4,5,4,5,5,4,5,5,"","","Appleton","White","Choose not to answer","55-66 years old","Male","NotHispanicLatino",6,"Sat",4,5,1,0,0,"Thriving",0,0,1,1,0,0,"Optimism",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10799649813,224630041,NA,2019-06-15,"108.245.179.254",2,3,1.5,3,4,3,5,4,3,5,"","republicans","Appleton","White","I am not Hispanic or Latino","24-42 years old","Female","NotHispanicLatino",6,"Sat",2,3,0,1,0,"Suffering",1,0,0,1,0,0,"Optimism",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10789112135,224630041,0006-11-20,2019-06-11,"65.27.115.187",4,4,3.5,4,4,5,5,4,3,3,"resources for help when needed good jobs things to do in the area","access to health care and nutritious food","Appleton","White","I am not Hispanic or Latino","24-42 years old","Female","NotHispanicLatino",6,"Tue",4,4,1,0,0,"Thriving",0,0,1,0,0,1,"Continuity",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10772937124,224630041,0006-03-20,2019-06-03,"204.8.89.39",3.5,3.5,3.5,4.5,4,5,5,4,3,2,"parks entertainment","run by the same pod of business leaders stagnate micromanaged leadership need fresh blood of new leadership not tied to the old regime","Appleton","White","I am not Hispanic or Latino","43-54 years old","Female","NotHispanicLatino",6,"Mon",3.5,3.5,0,0,1,"Struggling",0,1,0,0,0,1,"Continuity",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10627839523,224630041,NA,2019-03-29,"67.53.90.98",4,4,5,5,4,5,5,4,4,4,"the nice and friendly people","all the drugs and naughty people","Appleton","White","I am not Hispanic or Latino","18-23 years old","Male","NotHispanicLatino",3,"Fri",4,4,1,0,0,"Thriving",0,0,1,0,0,1,"Continuity",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10594460369,224630041,NA,2019-03-15,"184.59.235.12",3.5,4,2.5,3,4,3,5,4,3,3,"a long history culture of generosity and investing giving back in our community","too small of a pool of leaders the challenge of keeping millennials younger generations in our community after college graduation","Appleton","White","I am not Hispanic or Latino","43-54 years old","Male","NotHispanicLatino",3,"Fri",3.5,4,1,0,0,"Thriving",0,0,1,1,0,0,"Optimism",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10800043630,224630041,NA,2019-06-15,"104.1.22.94",4.5,4.5,4.5,4.5,5,5,5,4,5,4,"the multiple family activities community spirit","the amount of volunteers to maintain and grow","Appleton","White","I am not Hispanic or Latino","55-66 years old","Female","NotHispanicLatino",6,"Sat",4.5,4.5,1,0,0,"Thriving",0,1,0,0,0,1,"Continuity",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10779046768,224630041,0006-05-20,2019-06-05,"98.100.228.200",3.5,4,2.5,3,5,5,5,4,3,3,"diversity and inclusion","fear of people who are different from ourselves","Appleton","Choose not to answer","Choose not to answer","24-42 years old","Choose not to answer","NotHispanicLatino",6,"Wed",3.5,4,1,0,0,"Thriving",0,0,1,1,0,0,"Optimism",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10776106873,224630041,0006-04-20,2019-06-04,"98.100.228.200",5,5,5,5,5,5,5,4,3,3,"","","Appleton","White","I am not Hispanic or Latino","24-42 years old","Male","NotHispanicLatino",6,"Tue",5,5,1,0,0,"Thriving",0,0,1,0,0,1,"Continuity",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10642314608,224630041,0004-04-20,2019-04-04,"75.87.194.158",4.5,4.5,4,4.5,5,5,5,4,4,5,"we are upgrading the downtown education is second to none great ymca s good housing parks are good arts are good friendly people good police force","we are getting too liberal","Appleton","White","I am not Hispanic or Latino","67-73 years old","Male","NotHispanicLatino",4,"Thu",4.5,4.5,1,0,0,"Thriving",1,0,0,0,0,1,"Continuity",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10596178638,224630041,NA,2019-03-15,"24.106.5.98",3,3.5,3,3.5,5,5,5,4,4,3,"progressive approach to the future willingness to invest in infrastructure and quality of life enhancements","wi disrespect for teachers and public education quality education is essential for quality citizens","Appleton","White","I am not Hispanic or Latino","55-66 years old","Female","NotHispanicLatino",3,"Fri",3,3.5,0,0,1,"Struggling",0,1,0,1,0,0,"Optimism",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10764434554,224630041,NA,2019-05-30,"70.92.82.82",2.5,4,2,4.5,2,2,5,2,3,3,"","","Appleton","White","I am not Hispanic or Latino","18-23 years old","Female","NotHispanicLatino",5,"Thu",2.5,4,0,0,1,"Struggling",0,0,1,1,0,0,"Optimism",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10821960546,224630041,NA,2019-06-25,"76.200.204.202",2.5,2.5,1.5,2,3,2,5,2,3,2,"emphasis on the arts pac lawrence u excellent arts music drama programs in high schools mile of music trout museum etc","polluted river and area lakes limited ethnic and racial diversity which leads to discrimination ostracizing some mediocre schools","Appleton","White","I am not Hispanic or Latino","55-66 years old","Male","NotHispanicLatino",6,"Tue",2.5,2.5,0,0,1,"Struggling",0,1,0,0,0,1,"Continuity",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10755763803,224630041,NA,2019-05-25,"107.133.110.78",3.5,4,4,4.5,3,4,5,3,4,4,"","","Appleton","White","I am not Hispanic or Latino","24-42 years old","Male","NotHispanicLatino",5,"Sat",3.5,4,1,0,0,"Thriving",0,0,1,1,0,0,"Optimism",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10776719657,224630041,0006-05-20,2019-06-05,"107.77.173.12",3,2.5,1,0.5,2,5,5,5,5,5,"","","Appleton","White","I am not Hispanic or Latino","24-42 years old","Female","NotHispanicLatino",6,"Wed",3,2.5,0,0,1,"Struggling",0,0,1,0,1,0,"Pessimism",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10772475966,224630041,0006-03-20,2019-06-03,"198.150.101.45",4.5,5,3.5,4.5,2,4,5,5,3,3,"our schools our access to quality paying jobs our access to traditional medical services","lack of mental health access","Appleton","White","I am not Hispanic or Latino","43-54 years old","Male","NotHispanicLatino",6,"Mon",4.5,5,1,0,0,"Thriving",0,0,1,1,0,0,"Optimism",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10747663364,224630041,NA,2019-05-22,"107.210.108.98",5,5,3.5,3.5,2,4,5,5,4,3,"christian judeo moral ethics","broken families","Appleton","Choose not to answer","Choose not to answer","Choose not to answer","Choose not to answer","NotHispanicLatino",5,"Wed",5,5,1,0,0,"Thriving",0,1,0,0,0,1,"Continuity",0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10907837027,224630041,0008-06-20,2019-08-06,"216.56.160.102",4.5,5,2.5,5,3,4,5,5,5,5,"resources for families","","Appleton","White","I am not Hispanic or Latino","24-42 years old","Female","NotHispanicLatino",8,"Tue",4.5,5,1,0,0,"Thriving",0,0,1,1,0,0,"Optimism",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10835848209,224630041,0007-02-20,2019-07-02,"216.56.160.102",3.5,5,4,5,3,4,5,5,4,5,"the strong religious communities that work together in harmony","dividing people into groups based on physical characteristics that they can not change and did not choose","Appleton","Multiple Races","Choose not to answer","24-42 years old","Female","NotHispanicLatino",7,"Tue",3.5,5,1,0,0,"Thriving",1,0,0,1,0,0,"Optimism",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10826828403,224630041,NA,2019-06-27,"74.62.101.242",4.5,5,3,4,3,3,5,5,4,4,"all of the opportunities for community involvement in the summer if you have the means and transportation to attend the beautification and enhancement efforts to improve the city good schools and ample opportunities for jobs and secondary education","public transportation limitations prevent some from achieving their full potential both in routes and the amount of time it takes to use the bus","Appleton","White","I am not Hispanic or Latino","24-42 years old","Female","NotHispanicLatino",6,"Thu",4.5,5,1,0,0,"Thriving",0,0,1,1,0,0,"Optimism",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10799301724,224630041,NA,2019-06-15,"65.25.215.249",4.5,5,4,4.5,3,5,5,5,4,2,"economic well being lower real estate taxes more business conducive environment more reasonable cost single family housing","taxes liberal spending on things most people will not use","Appleton","White","I am not Hispanic or Latino","55-66 years old","Male","NotHispanicLatino",6,"Sat",4.5,5,1,0,0,"Thriving",0,1,0,1,0,0,"Optimism",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10796874215,224630041,NA,2019-06-14,"23.117.81.193",4,4,4.5,4.5,3,4,5,5,3,5,"caring citizens","people not caring","Appleton","White","Choose not to answer","55-66 years old","Female","NotHispanicLatino",6,"Fri",4,4,1,0,0,"Thriving",1,0,0,0,0,1,"Continuity",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10791502979,224630041,0006-11-20,2019-06-11,"174.197.7.170",4,4,4.5,4.5,3,4,5,5,3,3,"many caring people vibrant downtown community active churches","social media brings out the worst in people too many people in a hurry thinking only of themselves traffic issues","Appleton","White","I am not Hispanic or Latino","43-54 years old","Female","NotHispanicLatino",6,"Tue",4,4,1,0,0,"Thriving",0,0,1,0,0,1,"Continuity",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10775909576,224630041,0006-04-20,2019-06-04,"98.100.228.200",5,5,5,5,3,5,5,5,5,5,"we as a community get it i ve lived in other communities and they just don t get it we do our best to make this place inclusive and real for all even though we can continue to strve to be better","it is so reliant upon a few major and incredible people here for help to much of the nonprofit world and that is taxing on a few key people and companies so spreading this to all who are able to give of time talent and treasure would be helpful","Appleton","White","I am not Hispanic or Latino","55-66 years old","Male","NotHispanicLatino",6,"Tue",5,5,1,0,0,"Thriving",0,0,1,0,0,1,"Continuity",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10775790973,224630041,0006-04-20,2019-06-04,"198.150.101.46",3.5,4,3.5,3.5,3,4,5,5,4,3,"","racial issues still prevalent","Appleton","White","I am not Hispanic or Latino","24-42 years old","Female","NotHispanicLatino",6,"Tue",3.5,4,1,0,0,"Thriving",0,1,0,1,0,0,"Optimism",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10774321207,224630041,0006-04-20,2019-06-04,"72.135.121.71",3.5,4,4,4,3,5,5,5,4,4,"retail restaurants","crime","Appleton","White","Choose not to answer","43-54 years old","Female","NotHispanicLatino",6,"Tue",3.5,4,1,0,0,"Thriving",0,0,1,1,0,0,"Optimism",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10769230710,224630041,NA,2019-05-31,"184.59.229.216",4,5,3,4,3,4,5,5,5,4,"economic growth","crime negativity","Appleton","White","I am not Hispanic or Latino","67-73 years old","Female","NotHispanicLatino",5,"Fri",4,5,1,0,0,"Thriving",0,1,0,1,0,0,"Optimism",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10755436651,224630041,NA,2019-05-25,"23.122.239.144",4.5,4.5,4.5,4.5,3,5,5,5,3,3,"our public schools and early learning initiatives coupled with the support of all members of our community is a part of our culture in appleton we need to strive to build on this culture there is room for growth as challenges will continue to be present","lack of understanding between all aspects of our community too many of us are too quick to judge others based on stereo types we hold for a particular group this includes racial political sexual orientation religious economic educational unfortunately we have leadership at the national level and past leadership at the state level that has is actually working to perpetuate these stereo types rather than building understanding","Appleton","White","I am not Hispanic or Latino","55-66 years old","Male","NotHispanicLatino",5,"Sat",4.5,4.5,1,0,0,"Thriving",0,0,1,0,0,1,"Continuity",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10743438172,224630041,NA,2019-05-20,"64.214.85.60",4.5,5,4.5,5,3,4,5,5,3,4,"the variety of restaurants and entertainment options like the pac","the area around the library","Appleton","White","I am not Hispanic or Latino","43-54 years old","Female","NotHispanicLatino",5,"Mon",4.5,5,1,0,0,"Thriving",1,0,0,1,0,0,"Optimism",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10738558975,224630041,NA,2019-05-17,"108.235.219.83",4,4,4.5,4.5,3,5,5,5,2,2,"people are generally friendly and caring","many people don t have adequate incomes and little help for progress there remains a stigma with seeking mental health services and the glbt community doesn t feel safe or valued","Appleton","White","I am not Hispanic or Latino","55-66 years old","Male","NotHispanicLatino",5,"Fri",4,4,1,0,0,"Thriving",0,0,1,0,0,1,"Continuity",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10718475203,224630041,0005-09-20,2019-05-09,"184.59.233.215",4,4,3.5,3.5,3,4,5,5,3,3,"we need to ensure that everyone in our community has an opportunity to have a good life good paying jobs affordable health care safety from actions of others clean drinking water affordable housing options for all affordable transportation options for all affordable high quality day care for all affordable k 12 and secondary education for all clean environment and a variety of public recreation options","lack of support from state legislators specifically in the areas of health care education and the environment we need a shift in priorities","Appleton","White","I am not Hispanic or Latino","55-66 years old","Male","NotHispanicLatino",5,"Thu",4,4,1,0,0,"Thriving",0,0,1,0,0,1,"Continuity",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10872817668,224630041,NA,2019-07-20,"107.10.80.48",4,4.5,3.5,4,4,4,5,5,4,5,"the giving segment people being involved in helping the underserved","crime unemployment mental health issues","Appleton","White","I am not Hispanic or Latino","55-66 years old","Female","NotHispanicLatino",7,"Sat",4,4.5,1,0,0,"Thriving",1,0,0,1,0,0,"Optimism",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10849297140,224630041,0007-09-20,2019-07-09,"108.245.179.185",4.5,5,3.5,4,4,5,5,5,4,4,"personal faith strong leadership new business development and community events","fear of change lack of respect divisive politics and potholes ha","Appleton","White","I am not Hispanic or Latino","24-42 years old","Male","NotHispanicLatino",7,"Tue",4.5,5,1,0,0,"Thriving",0,0,1,1,0,0,"Optimism",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10846820700,224630041,0007-08-20,2019-07-08,"99.72.101.168",5,4.5,2.5,2.5,4,5,5,5,3,3,"active police department and strong court system","people move here for handouts","Appleton","White","I am not Hispanic or Latino","55-66 years old","Female","NotHispanicLatino",7,"Mon",5,4.5,1,0,0,"Thriving",0,0,1,0,1,0,"Pessimism",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10830138613,224630041,NA,2019-06-28,"107.10.88.50",4.5,4.5,4,4,4,5,5,5,3,3,"i like the opportunities for people to get involved in various groups and organizations i wish more people would take advantage of the opportunities to get involved","people s lack of involvement and lack of motivation to get involved to help others","Appleton","White","I am not Hispanic or Latino","55-66 years old","Male","NotHispanicLatino",6,"Fri",4.5,4.5,1,0,0,"Thriving",0,0,1,0,0,1,"Continuity",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
